Country and areas,Income Group,ISO code,Region,Sub-region,Survey year,Year*,Corr - UW vs Stunt,Corr - UW vs Wast,Corr UW vs SW,Overweight,Rural,Severe wasting,Stunting,Survey sample size (N),Type of Impacts,Under 5 population,Under 5 Stunt,Underweight,Urban,Wasting
URUGUAY,High Income,URY,Latin America and the Caribbean,South America,2003,2003,,,,11.5,,0.9,15.8,2787,2.8,259.864,0.060801034,5.1,,2.8
URUGUAY,High Income,URY,Latin America and the Caribbean,South America,2004,2004,,,,9.4,,0.7,13.9,7012,3,257.609,0.053957742,6,,3
URUGUAY,High Income,URY,Latin America and the Caribbean,South America,2007,2007,,,,7.9,,1,10.8,3004,2.5,251.8,0.042891183,4.2,,2.5
URUGUAY,High Income,URY,Latin America and the Caribbean,South America,2011,2011,,,,7.2,,0,10.7,2979,1.3,246.171,0.043465721,4,,1.3
UZBEKISTAN,Lower Middle Income,UZB,Asia,Central Asia,1996,1996,,,,15.9,,6.1,39.5,1148,10.7,3237.549,0.012200588,13.3,,10.7
UZBEKISTAN,Lower Middle Income,UZB,Asia,Central Asia,2002,2002,,,,10.940292,,3.8727145,24.905149,2523.9197,9.015707,2650.155,0.00939762,7.3550687,,9.015707
UZBEKISTAN,Lower Middle Income,UZB,Asia,Central Asia,2006,2006,,,,12.220515,2.3,1.6082242,19.592842,4882.748,4.4302387,2606.168,0.007517874,4.4447293,6.5,4.4302387
VANUATU,Lower Middle Income,VUT,Oceania,Melanesia,1996,1996,,,,,1.9,,25.7,1297,6.8,26.797,0.959062582,10.6,3.3,6.8
VANUATU,Lower Middle Income,VUT,Oceania,Melanesia,2007,2007,,,,4.7474632,1.3,1.9188291,25.661865,1341.9677,5.8805494,30.912,0.830158676,11.54085,0.7,5.8805494
VANUATU,Lower Middle Income,VUT,Oceania,Melanesia,2013,2013,,,,4.6,,1.1,28.5,1241,4.4,35.244,0.808648281,10.7,,4.4
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,1987,1987,,,,9,,,7,18023,2.2,2605.928,0.002686183,3.9,,2.2
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,1990,1990,,,,4,9,,18.6,180709,5.7,2764.28,0.006728696,6.7,10.8,5.7
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,1991,1991,,,,4.3,2.3,,18.2,261095,4.5,2807.378,0.006482918,5.4,4.3,4.5
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,1992,1992,,,,4.9,2.4,,18.3,257491,4.3,2822.53,0.006483545,4.5,2.4,4.3
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,1993,1993,,,,4.9,3.5,,17.4,256344,4,2817.672,0.006175311,4,5.6,4
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,1994,1994,,,,5,3.3,,17.9,235552,3.8,2807.834,0.006375021,3.9,3.3,3.8
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,1995,1995,,,,4.7,2.2,,18.9,341155,3.8,2803.484,0.006741612,4.1,1.8,3.8
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,1996,1996,,,,4.7,,,19.3,344701,3.8,2786.423,0.006926443,4.4,,3.8
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,1997,1997,,,,5,4,,19.9,291749,3.8,2785.99,0.007142883,4.5,2.8,3.8
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,1998,1998,,,,4.9,4.3,,19.2,299531,4.4,2797.808,0.006862515,4.6,3.1,4.4
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,1999,1999,,,,5.2,3.4,,18.3,377496,4,2812.463,0.006506752,4.1,1.6,4
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,2000,2000,,,,5.3,2.1,,17.4,321257,3.9,2823.412,0.006162756,3.9,1.7,3.9
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,2001,2001,,,,5.4,,,17.3,,4.4,2840.423,0.006090642,4,,4.4
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,2002,2002,,,,5.4,,,17.6,,4.8,2854.144,0.006166472,4.2,,4.8
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,2003,2003,,,,5.3,5.6,,17.7,,5.2,2864.68,0.006178701,4.6,6.2,5.2
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,2004,2004,,,,5.2,6,,17.1,,5.2,2874.753,0.005948337,4.5,7,5.2
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,2005,2005,,,,5.5,2.1,,16.2,,4.8,2886.49,0.005612353,4.1,3.2,4.8
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,2006,2006,,,,6.1,,,16.2,,4.8,2906.309,0.00557408,3.9,,4.8
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,2007,2007,,,,6.1,7.2,,15.6,242775,5,2921.021,0.005340598,3.7,6.1,5
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,2008,2008,,,,6.3,5.2,,14.6,,4.5,2932.204,0.00497919,3.2,5,4.5
VENEZUELA,Upper Middle Income,VEN,Latin America and the Caribbean,South America,2009,2009,,,,6.4,8,,13.4,,4.1,2941.185,0.004555987,2.9,8.1,4.1
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,1987-89,1988,,,,,8.1,,61.3,7044,11.1,9040.48,0.006780613,40.7,6,11.1
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,1992-93,1993,,,,2.8,5.2,1.3,61.4,2833,6.7,9409.281,0.006525472,36.9,5.7,6.7
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,1994,1994,,,,,,,52.5,37764,13.5,9363.981,0.00560659,40.6,,13.5
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,1998,1998,,,,1.4,,,42.1,12919,11.9,8106.876,0.005193122,35.8,,11.9
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,1999,1999,,,,1.8,,2.8,43.7,1540,11,7619.841,0.005735028,31.1,,11
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,2000,2000,,,,2.5710905,,0.99135888,43.154316,3041.1584,6.1236811,7244.527,0.005956816,26.725784,,6.1236811
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,2002,2002,,,,2.6,,2.4,37.5,1529,8.9,6553.569,0.005722073,23.4,,8.9
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,2003,2003,,,,2.2,,2.8,35.4,1457,10.9,6587.677,0.00537367,24.6,,10.9
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,2004,2004,,,,2.7,,2.8,33.7,1500,11.3,6691.533,0.005036215,23.8,,11.3
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,2005,2005,,,,2.6,,2.8,33.2,1493,10.7,6760.019,0.004911229,22.7,,10.7
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,2006,2006,,,,3.1,,2.5,31.8,1531,9.9,6988.751,0.004550169,22.1,,9.9
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,2007,2007,,,,2.9,,2.4,32.2,1507,10.1,7108.596,0.004529727,22.6,,10.1
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,2008,2008,,,,3,,2.5,30.5,1484,9.7,7149.052,0.0042663,20.2,,9.7
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,2009-10,2010,,,,,1.7,3.8,29.3,94256,7.1,7277.421,0.004026152,17.5,0.8,7.1
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,2010-11,2011,,,,4.4115696,1,1.4628134,22.662569,3606.9143,4.3910875,7418.376,0.003054923,12.001404,0.7,4.3910875
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,2013,2013,,,,4.6,0.6,1.6,25.9,99421,6.6,7629.968,0.00339451,15.3,0.7,6.6
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,2014,2014,,,,3.5,0.3,4.8,24.9,98424,6.8,7705.15,0.003231605,14.5,0.3,6.8
VIET NAM,Lower Middle Income,VNM,Asia,South-Eastern Asia,2015,2015,,,,5.3,,1.4,24.6,98447,6.4,7752.861,0.003173022,14.1,,6.4
YEMEN,Low Income,YEM,Asia,Western Asia,1991-92,1991,,,,8.1,,5.5,52.4,3885,14.3,2715.524,0.01929646,29.6,,14.3
YEMEN,Low Income,YEM,Asia,Western Asia,1996,1996,,,,6.9,8.6,,50.4,3833,17.4,3152.959,0.015984984,34.2,12.8,17.4
YEMEN,Low Income,YEM,Asia,Western Asia,1997,1997,,,,3.7029891,5.6,6.7639322,55.167694,8222.2871,16.517817,3174.306,0.017379451,43.006237,6.9,16.517817
YEMEN,Low Income,YEM,Asia,Western Asia,2003,2003,,,,5,4.6,6.3,57.7,12364,15.2,3227.604,0.017877038,43.1,3.9,15.2
YEMEN,Low Income,YEM,Asia,Western Asia,2011,2011,,,,1.5,2.3,3.4,46.6,3769453,13.3,3751.376,0.012422109,35.5,2.7,13.3
YEMEN,Low Income,YEM,Asia,Western Asia,2013,2013,,,,2.456255,2,5.4076681,46.409473,14623.768,16.422049,3895.949,0.011912238,39.939064,4.6,16.422049
ZAMBIA,Lower Middle Income,ZMB,Africa,Eastern Africa,1992,1992,,,,4.7155147,,2.2233744,46.287224,5057.0005,6.3248692,1557.072,0.029727093,21.21847,,6.3248692
ZAMBIA,Lower Middle Income,ZMB,Africa,Eastern Africa,1995,1995,,,,,,,58.1,,,1670.747,0.034774864,,,
ZAMBIA,Lower Middle Income,ZMB,Africa,Eastern Africa,1996-97,1996,,,,6.1928096,2.7,1.7101095,48.560722,5611.6689,5.3557181,1722.218,0.028196617,19.602152,3.6,5.3557181
ZAMBIA,Lower Middle Income,ZMB,Africa,Eastern Africa,1999,1999,,,,13.981106,3.9,1.7642986,59.19788,1105299.6,5.0244641,1888.128,0.031352684,19.594135,4,5.0244641
ZAMBIA,Lower Middle Income,ZMB,Africa,Eastern Africa,2001-02,2002,,,,5.8730083,,2.3345752,52.522152,6023.1411,6.2125812,2079.324,0.025259244,23.216917,,6.2125812
ZAMBIA,Lower Middle Income,ZMB,Africa,Eastern Africa,2007,2007,,,,8.4415894,2.9,2.3308957,45.802418,5933.397,5.5857673,2342.367,0.019553903,14.902374,2.2,5.5857673
ZAMBIA,Lower Middle Income,ZMB,Africa,Eastern Africa,2013-14,2013,,,,6.238657,1.8,2.4818361,39.994259,12876.572,6.2447705,2626.277,0.0152285,14.880326,1.7,6.2447705
ZIMBABWE,Low Income,ZWE,Africa,Eastern Africa,1987,1987,,,,,,,,419964,,1702.055,,10.5,,
ZIMBABWE,Low Income,ZWE,Africa,Eastern Africa,1988,1988,,,,5.3680358,,0.40666935,31.003656,2470,1.6673443,1718.519,0.018040915,7.9757085,,1.6673443
ZIMBABWE,Low Income,ZWE,Africa,Eastern Africa,1994,1994,,,,6.4,,1.7,28.5,2070,5.3,1776.085,0.016046529,11.8,,5.3
ZIMBABWE,Low Income,ZWE,Africa,Eastern Africa,1999,1999,,,,10.523438,,4.1097803,33.821972,3181.491,8.309536,1817.125,0.018612903,11.502853,,8.309536
ZIMBABWE,Low Income,ZWE,Africa,Eastern Africa,2005-06,2005,,,,8.8333387,7.3,2.87322,35.304035,5272.6406,7.2595253,1950.476,0.018100215,13.976211,5.7,7.2595253
ZIMBABWE,Low Income,ZWE,Africa,Eastern Africa,2009,2009,,,,3.4684527,6,1.8609109,35.072777,6196.4141,3.7562442,2160.621,0.01623273,12.63877,7.7,3.7562442
ZIMBABWE,Low Income,ZWE,Africa,Eastern Africa,2010-11,2010,,,,5.7846937,3.7,0.84867013,32.205139,5413.6006,3.1544697,2225.702,0.014469655,10.158293,3.2,3.1544697
ZIMBABWE,Low Income,ZWE,Africa,Eastern Africa,2014,2014,,,,3.5647001,4.1,0.85314327,27.610687,9591.2656,3.3637509,2466.295,0.011195209,11.251889,2.3,3.3637509
ZIMBABWE,Low Income,ZWE,Africa,Eastern Africa,2015,2015,,,,5.6440663,30.8,1.122153,27.0735,6380.042,3.2916214,2505.484,0.010805697,8.4907427,10.4,3.2916214
